0.0009985297227434956,7.418690780437842e-10,1.1446771522204057e-12,1.0710187479982363e-12,-3.1932197408738566e-25,-1.4583395029320924e-17,1.1420688931987854e-24,1132,46488,2.207699,5.855803,1.390545,0.6241626643987985,0.9549999999999998,Chinese Tallow
0.0008991631959671133,5.17796509427122e-10,4.5325789824654096e-13,2.760207369519697e-13,-1.1195485647377313e-26,-1.6346706013410212e-18,9.698641332300857e-26,1211,63134,3.500274,7.366702,2.733987,0.9102461888480671,0.955,Chinese Tallow
0.0010903658783449903,2.05117832687452e-09,2.561484120771463e-13,9.465279006915014e-12,-8.100885359717368e-24,-4.2612052007232663e-16,1.2312258712064751e-23,2414,253601,9.430575,18.303526,9.039201,0.5461242156444054,0.955,Chinese Tallow
0.001154437490959889,6.569673394527257e-10,1.7274138893557807e-12,1.1626665454455478e-11,7.291182199272007e-24,1.8691872191725728e-17,-5.159253132685728e-23,2582,293809,12.691468,29.929244,13.795279,0.7993697253429063,0.9550000000000001,Chinese Tallow
0.0011355007413945725,3.900343736618238e-09,2.3390813788180287e-13,2.185653902949561e-11,-4.3084957765093355e-23,-1.3075384315204803e-15,2.4206052821812124e-23,2537,289644,10.963042,24.071328,10.666651,0.6985334569527591,0.955,Chinese Tallow
0.0009170608166788705,8.053049166977841e-10,2.676743812943586e-13,4.870831326903922e-12,-5.549630690330227e-24,-1.3701070973119185e-16,3.6629841178906205e-25,1891,137145,3.365524,6.649905,2.72222,0.5718401857705075,0.955,Chinese Tallow
0.0009738264339448756,3.1604004127196023e-10,1.730873060331556e-14,6.215626750929706e-12,1.5524709418853572e-24,-1.0711878076587823e-16,-1.3214611112694685e-24,1830,146831,8.497134,17.042001,6.047523,0.9057369608054203,0.955,Chinese Tallow
0.0009266647180741205,9.731110678377989e-10,2.696937816286481e-13,5.8185332773591915e-12,-7.234260792521557e-24,-1.805316718370941e-16,8.899476863036276e-25,1802,139519,7.28125,15.401726,5.979171,0.5841755319148936,0.955,Chinese Tallow
0.0009950269792506228,1.4599725635242277e-09,3.9626837044701854e-13,9.35928017965288e-12,-1.768580222878877e-23,-3.57172796192869e-16,3.4767434689679856e-24,2151,192135,11.041045,22.915593,8.481388,0.6460660557870783,0.955,Chinese Tallow
0.00094058806784237,3.69012168988981e-10,7.358353951368883e-14,5.249943618854251e-12,-1.3813558142137938e-24,-1.0076009011417012e-16,-2.9562275262191536e-24,1816,139403,6.304793,12.806908,4.798695,0.8946860597219757,0.955,Chinese Tallow
0.0009637499009535913,2.3470608746397904e-09,9.378360647294142e-13,1.1181870397951667e-11,-3.559879747921574e-23,-5.353840505898122e-16,-6.627948399599418e-24,1981,169980,2.442366,5.4031,2.129405,0.6361045704542256,0.955,Chinese Tallow
0.0010485214129207533,2.978697219098837e-11,3.508399835404457e-13,7.939845825951797e-12,1.3026873047665613e-23,-2.9760203009973667e-17,-2.4308394413454813e-24,2233,211377,11.4501,24.738454,8.90554,0.8601881614387179,0.955,Chinese Tallow
0.0008925019263993374,9.689791807536687e-12,3.176843216901486e-14,1.530578675951163e-13,-4.3042238832154204e-27,4.0092000340830463e-19,-9.766467850935284e-27,2607,89066,4.327628,11.427932,3.893442,0.6536354260732958,0.955,Chinese Tallow
